movie,production_budget,worldwide_gross,profit_percent,genres,release_year,month,tconst
The Town,37000000,152566881,312.34,"['Crime', 'Drama', 'Thriller']",2010,9,tt0840361
Dolphin Tale,37000000,96068724,159.65,"['Drama', 'Family']",2011,9,tt1564349
Game Night,37000000,117378084,217.24,"['Action', 'Comedy', 'Crime']",2018,2,tt2704998
How to be Single,37000000,100003780,170.28,"['Comedy', 'Drama', 'Romance']",2016,2,tt1292566
Cop Out,37000000,55909910,51.11,"['Action', 'Comedy', 'Crime']",2010,2,tt1385867
The Rite,37000000,97143987,162.55,"['Drama', 'Horror', 'Mystery']",2011,1,tt1161864
Aloha,37000000,25387091,-31.39,"['Comedy', 'Drama', 'Romance']",2015,5,tt1243974
Hot Tub Time Machine,36000000,65967750,83.24,"['Comedy', 'Sci-Fi']",2010,3,tt1231587
Dolphin Tale 2,36000000,57824533,60.62,"['Drama', 'Family']",2014,9,tt2978462
Collateral Beauty,36000000,85309093,136.97,"['Drama', 'Romance']",2016,12,tt4682786
There Be Dragons,36000000,4020990,-88.83,"['Biography', 'Drama', 'War']",2011,5,tt1316616
True Grit,35000000,252276928,620.79,"['Adventure', 'Drama', 'Western']",2010,12,tt1403865
Identity Thief,35000000,175361578,401.03,"['Adventure', 'Comedy', 'Crime']",2013,2,tt2024432
Horrible Bosses,35000000,212417601,506.91,"['Comedy', 'Crime']",2011,7,tt1499658
Trainwreck,35000000,141123897,303.21,"['Comedy', 'Drama', 'Romance']",2015,7,tt3152624
Saving Mr. Banks,35000000,114962525,228.46,"['Biography', 'Comedy', 'Drama']",2013,12,tt2140373
This is 40,35000000,90221182,157.77,"['Comedy', 'Romance']",2012,12,tt1758830
A Nightmare on Elm Street,35000000,117729621,236.37,"['Crime', 'Drama', 'Horror']",2010,4,tt1179056
Secretariat,35000000,60376247,72.5,"['Biography', 'Drama', 'Family']",2010,10,tt1028576
Friends with Benefits,35000000,146595891,318.85,"['Comedy', 'Romance']",2011,7,tt1632708
Neighbors 2: Sorority Rising,35000000,108757621,210.74,['Comedy'],2016,5,tt4438848
Sicario: Day of the Soldado,35000000,75885196,116.81,"['Action', 'Crime', 'Drama']",2018,6,tt5052474
Poltergeist,35000000,95713069,173.47,"['Horror', 'Thriller']",2015,5,tt1029360
Goosebumps 2: Haunted Halloween,35000000,93291478,166.55,"['Adventure', 'Comedy', 'Family']",2018,10,tt5664636
12 Strong,35000000,71118378,103.2,"['Action', 'Drama', 'History']",2018,1,tt1413492
Something Borrowed,35000000,65084116,85.95,"['Comedy', 'Drama', 'Romance']",2011,5,tt0491152
In Time,35000000,165103952,371.73,"['Action', 'Crime', 'Drama']",2011,10,tt1637688
The Back-up Plan,35000000,75281179,115.09,"['Comedy', 'Romance']",2010,4,tt1212436
J. Edgar,35000000,84606030,141.73,"['Biography', 'Crime', 'Drama']",2011,11,tt1616195
Mile 22,35000000,66295121,89.41,"['Action', 'Adventure', 'Thriller']",2018,8,tt4560436
Hot Pursuit,35000000,45671512,30.49,"['Action', 'Comedy', 'Crime']",2015,5,tt2967224
Concussion,35000000,50363790,43.9,"['Biography', 'Drama', 'Sport']",2015,12,tt3322364
The Foreigner,35000000,140783360,302.24,"['Action', 'Thriller']",2017,10,tt1615160
Adrift,35000000,57897191,65.42,"['Action', 'Adventure', 'Biography']",2018,6,tt6306064
Underworld: Blood Wars,35000000,81209222,132.03,"['Action', 'Adventure', 'Fantasy']",2017,1,tt3717252
Abduction,35000000,86648359,147.57,"['Action', 'Mystery', 'Thriller']",2011,9,tt1600195
Alex Cross,35000000,35426759,1.22,"['Action', 'Crime', 'Mystery']",2012,10,tt1712170
Heist,8900000,3324131,-62.65,"['Action', 'Crime', 'Thriller']",2015,11,tt3276924
Whiskey Tango Foxtrot,35000000,25350747,-27.57,"['Biography', 'Comedy', 'Drama']",2016,3,tt3553442
Hitman: Agent 47,35000000,82182803,134.81,"['Action', 'Adventure', 'Crime']",2015,8,tt2679042
Premium Rush,35000000,31393201,-10.31,"['Action', 'Crime', 'Thriller']",2012,8,tt1547234
Broken City,35000000,34480045,-1.49,"['Crime', 'Drama', 'Thriller']",2013,1,tt1235522
Furry Vengeance,35000000,39340177,12.4,"['Comedy', 'Family']",2010,4,tt0492389
Parker,35000000,48543388,38.7,"['Action', 'Crime', 'Thriller']",2013,1,tt1904996
The Tree of Life,35000000,61721826,76.35,"['Drama', 'Fantasy']",2011,5,tt0478304
Sabotage,35000000,18376443,-47.5,"['Action', 'Crime', 'Drama']",2014,3,tt1742334
Unfinished Business,35000000,13214051,-62.25,"['Comedy', 'Drama']",2015,3,tt2358925
The Walk,35000000,61492104,75.69,"['Crime', 'Thriller']",2015,9,tt2159988
Mandela: Long Walk to Freedom,35000000,29890402,-14.6,"['Biography', 'Drama', 'History']",2013,11,tt2304771
The Brothers Grimsby,35000000,28720470,-17.94,"['Action', 'Adventure', 'Comedy']",2016,3,tt3381008
The Snowman,35000000,43226146,23.5,"['Crime', 'Drama', 'Mystery']",2017,10,tt1758810
Biutiful,35000000,24687524,-29.46,"['Drama', 'Romance']",2011,1,tt1164999
A Hologram for the King,35000000,11846010,-66.15,"['Comedy', 'Drama', 'Romance']",2016,4,tt2980210
Stolen,35000000,17967746,-48.66,"['Action', 'Crime', 'Thriller']",2012,9,tt1656186
Trespass,35000000,786532,-97.75,"['Crime', 'Drama', 'Thriller']",2011,10,tt1674784
The Darkest Hour,34800000,62831715,80.55,"['Action', 'Adventure', 'Horror']",2011,12,tt1093357
Baby Driver,34000000,228104185,570.89,"['Action', 'Crime', 'Drama']",2017,6,tt3890160
The Longest Ride,34000000,63802928,87.66,"['Drama', 'Romance']",2015,4,tt2726560
The Darkest Minds,34000000,38361428,12.83,"['Action', 'Adventure', 'Drama']",2018,8,tt4073790
Thunder and the House of Magic,34000000,62582520,84.07,"['Adventure', 'Animation', 'Comedy']",2014,9,tt3148834
Mike and Dave Need Wedding Dates,33000000,75898100,129.99,"['Adventure', 'Comedy', 'Romance']",2016,7,tt2823054
Step Up Revolution,33000000,165552290,401.67,"['Drama', 'Music', 'Romance']",2012,7,tt1800741
Safe,33000000,41495213,25.74,"['Action', 'Crime', 'Thriller']",2012,4,tt1656190
Freaks of Nature,33000000,70958,-99.78,"['Comedy', 'Horror', 'Sci-Fi']",2015,10,tt1817771
The Big Wedding,32500000,48425971,49.0,"['Comedy', 'Drama', 'Romance']",2013,4,tt1931435
Wanderlust,32500000,24159934,-25.66,"['Comedy', 'Romance']",2012,2,tt1655460
This is the End,32000000,126539117,295.43,"['Comedy', 'Fantasy']",2013,6,tt1245492
Takers,32000000,70587268,120.59,"['Action', 'Crime', 'Thriller']",2010,8,tt1135084
Source Code,32000000,140428499,338.84,"['Action', 'Drama', 'Sci-Fi']",2011,4,tt0945513
I Feel Pretty,32000000,91553797,186.11,"['Comedy', 'Romance']",2018,4,tt6791096
"Big Mommas: Like Father, Like Son",32000000,82332450,157.29,"['Action', 'Comedy', 'Crime']",2011,2,tt1464174
The Incredible Burt Wonderstone,32000000,27392609,-14.4,"['Adventure', 'Comedy', 'Fantasy']",2013,3,tt0790628
Bad Times at the El Royale,32000000,29204379,-8.74,"['Crime', 'Drama', 'Mystery']",2018,10,tt6628394
Going the Distance,32000000,43603990,36.26,"['Comedy', 'Romance']",2010,9,tt1322312
Repo Men,32000000,18195238,-43.14,"['Action', 'Crime', 'Sci-Fi']",2010,3,tt1053424
Criminal,31500000,38771262,23.08,"['Action', 'Crime', 'Drama']",2016,4,tt3014866
42,31000000,97470701,214.42,"['Biography', 'Drama', 'Sport']",2013,4,tt0453562
Flight,31000000,160558438,417.93,"['Drama', 'Thriller']",2012,11,tt1907668
The Grand Budapest Hotel,31000000,163981261,428.97,"['Adventure', 'Comedy', 'Crime']",2014,3,tt2278388
Vacation,31000000,102306500,230.02,"['Adventure', 'Comedy']",2015,7,tt1524930
Extraordinary Measures,31000000,15826984,-48.95,['Drama'],2010,1,tt1244659
Birth of the Dragon,31000000,7220490,-76.71,"['Action', 'Biography', 'Drama']",2017,8,tt2720826
Crazy Rich Asians,30000000,238099711,693.67,"['Comedy', 'Romance']",2018,8,tt3104988
The Vow,30000000,197618160,558.73,"['Drama', 'Romance']",2012,2,tt1606389
Lee Daniels' The Butler,30000000,177025498,490.08,"['Biography', 'Drama']",2013,8,tt1327773
Sisters,30000000,106030660,253.44,['Comedy'],2015,12,tt1850457
Looper,30000000,170466405,468.22,"['Action', 'Crime', 'Drama']",2012,9,tt1276104
Warm Bodies,30000000,115121608,283.74,"['Comedy', 'Horror', 'Romance']",2013,2,tt1588173
The Nut Job,30000000,122529966,308.43,"['Adventure', 'Animation', 'Comedy']",2014,1,tt1821658
Hope Springs,30000000,133085295,343.62,"['Comedy', 'Drama', 'Romance']",2012,8,tt1535438
Midnight in Paris,30000000,162502774,441.68,"['Comedy', 'Fantasy', 'Romance']",2011,5,tt1605783
Darkest Hour,30000000,150807172,402.69,"['Biography', 'Drama', 'History']",2017,11,tt4555426
Life of the Party,30000000,65759911,119.2,"['Comedy', 'Drama']",2018,5,tt1826727
Letters to Juliet,30000000,82148538,173.83,"['Adventure', 'Comedy', 'Drama']",2010,5,tt0892318
Southpaw,30000000,94156456,213.85,"['Drama', 'Sport']",2015,7,tt1798684
Atomic Blonde,30000000,98345423,227.82,"['Action', 'Mystery', 'Thriller']",2017,7,tt2406566
Sicario,30000000,84393749,181.31,"['Action', 'Crime', 'Drama']",2015,9,tt3397884
Den of Thieves,30000000,80131391,167.1,"['Action', 'Crime', 'Drama']",2018,1,tt1259528
The Three Stooges,30000000,54052249,80.17,"['Comedy', 'Family']",2012,4,tt0383010
John Wick,30000000,76235001,154.12,"['Action', 'Crime', 'Thriller']",2014,10,tt2911666
The Age of Adaline,30000000,68984536,129.95,"['Drama', 'Fantasy', 'Romance']",2015,4,tt1655441
Step Up 3D,30000000,165889117,452.96,"['Drama', 'Music', 'Romance']",2010,8,tt1193631
The Cabin in the Woods,30000000,70689968,135.63,['Horror'],2012,4,tt1259521
Hanna,30000000,65343694,117.81,"['Action', 'Drama', 'Thriller']",2011,4,tt0993842
The Family,30000000,51078541,70.26,"['Comedy', 'Crime', 'Thriller']",2013,9,tt2404311
The 15:17 to Paris,30000000,56096200,86.99,"['Biography', 'Drama', 'Thriller']",2018,2,tt6802308
Larry Crowne,30000000,61449135,104.83,"['Comedy', 'Drama', 'Romance']",2011,7,tt1583420
Carrie,30000000,82409520,174.7,"['Drama', 'Horror']",2013,10,tt1939659
Death Wish,30000000,48575965,61.92,"['Action', 'Crime', 'Drama']",2018,3,tt1137450
Entourage,30000000,46438538,54.8,['Comedy'],2015,6,tt1674771
Side Effects,30000000,66742138,122.47,"['Crime', 'Drama', 'Mystery']",2013,2,tt2053463
Deliver Us from Evil,30000000,87956618,193.19,"['Horror', 'Mystery', 'Thriller']",2014,7,tt2377322
Get on Up,30000000,33339868,11.13,"['Biography', 'Drama', 'Music']",2014,8,tt2473602
The Five-Year Engagement,30000000,61623819,105.41,"['Comedy', 'Romance']",2012,4,tt1195478
Winnie the Pooh,30000000,50145607,67.15,"['Adventure', 'Animation', 'Comedy']",2011,7,tt1449283
White Boy Rick,30000000,25947983,-13.51,"['Crime', 'Drama']",2018,9,tt4537896
Sanctum,30000000,108957098,263.19,"['Adventure', 'Drama', 'Thriller']",2011,2,tt0881320
The Next Three Days,30000000,67255916,124.19,"['Action', 'Crime', 'Drama']",2010,11,tt1458175
Proud Mary,30000000,21709539,-27.63,"['Action', 'Crime', 'Drama']",2018,1,tt6421110
Runner Runner,30000000,60512680,101.71,"['Crime', 'Thriller']",2013,10,tt2364841
Fright Night,30000000,40520649,35.07,"['Comedy', 'Horror']",2011,8,tt1438176
mother!,30000000,42531076,41.77,"['Drama', 'Horror', 'Mystery']",2017,9,tt5109784
Steve Jobs,30000000,35579007,18.6,"['Biography', 'Drama']",2015,10,tt2080374
The Last Stand,30000000,48330757,61.1,"['Action', 'Thriller']",2013,1,tt1549920
Dead Man Down,30000000,19599974,-34.67,"['Action', 'Crime', 'Drama']",2013,3,tt2101341
Hoodwinked Too: Hood vs. Evil,30000000,23353111,-22.16,"['Animation', 'Comedy', 'Crime']",2011,4,tt0844993
The Lost City of Z,30000000,17121823,-42.93,"['Adventure', 'Biography', 'Drama']",2017,4,tt1212428
The Space Between Us,30000000,16481405,-45.06,"['Adventure', 'Drama', 'Romance']",2017,2,tt3922818
Barney's Version,30000000,8845575,-70.51,"['Comedy', 'Drama']",2011,1,tt1423894
Kin,30000000,10096821,-66.34,"['Action', 'Drama', 'Sci-Fi']",2018,8,tt6017942
Stronger,30000000,8786752,-70.71,"['Biography', 'Drama']",2017,9,tt3881784
Machine Gun Preacher,30000000,3721988,-87.59,"['Action', 'Biography', 'Crime']",2011,9,tt1586752
Wild Card,30000000,4315789,-85.61,"['Action', 'Crime', 'Drama']",2015,1,tt2231253
United Passions,30000000,168832,-99.44,"['Drama', 'History', 'Sport']",2015,6,tt2814362
Collide,29200000,5466698,-81.28,"['Action', 'Crime', 'Thriller']",2017,2,tt2126235
Night School,29000000,103008792,255.2,['Comedy'],2018,9,tt6781982
The Boss,29000000,78652207,171.21,['Comedy'],2016,4,tt2702724
Logan Lucky,29000000,44264271,52.64,"['Comedy', 'Crime', 'Drama']",2017,8,tt5439796
Florence Foster Jenkins,29000000,56000339,93.1,"['Biography', 'Comedy', 'Drama']",2016,8,tt4136084
Straight Outta Compton,28000000,202182981,622.08,"['Biography', 'Drama', 'History']",2015,8,tt1398426
Girls Trip,28000000,140886353,403.17,"['Comedy', 'Drama']",2017,7,tt3564472
A Bad Moms Christmas,28000000,127710550,356.11,"['Adventure', 'Comedy']",2017,11,tt6359956
Safe Haven,28000000,94050951,235.9,"['Drama', 'Romance', 'Thriller']",2013,2,tt1702439
The Big Short,28000000,133162752,375.58,"['Biography', 'Comedy', 'Drama']",2015,12,tt1596363
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000,101379287,262.07,"['Comedy', 'Family']",2014,10,tt1698641
Last Vegas,28000000,112914167,303.26,"['Comedy', 'Drama']",2013,1,tt1204975
Tag,28000000,77026186,175.09,['Comedy'],2018,6,tt2854926
Kick-Ass,28000000,97531134,248.33,"['Action', 'Comedy']",2010,4,tt1250777
30 Minutes or Less,28000000,40966716,46.31,"['Action', 'Comedy', 'Crime']",2011,8,tt1622547
3 Days to Kill,28000000,38959900,39.14,"['Action', 'Drama', 'Thriller']",2014,2,tt2172934
Kick-Ass 2,28000000,63129909,125.46,"['Action', 'Comedy', 'Crime']",2013,8,tt1650554
A Walk Among the Tombstones,28000000,62108587,121.82,"['Action', 'Crime', 'Drama']",2014,9,tt0365907
The Spy Next Door,28000000,46752858,66.97,"['Action', 'Comedy', 'Family']",2010,1,tt1273678
Brick Mansions,28000000,73421224,162.22,"['Action', 'Crime']",2014,4,tt1430612
American Ultra,28000000,30295028,8.2,"['Action', 'Comedy', 'Sci-Fi']",2015,8,tt3316948
Pride and Prejudice and Zombies,28000000,16638300,-40.58,"['Action', 'Comedy', 'Horror']",2016,2,tt1374989
Our Brand is Crisis,28000000,8594558,-69.31,"['Comedy', 'Drama']",2015,10,tt1018765
Joyful Noise,27500000,31157914,13.3,"['Comedy', 'Drama', 'Music']",2012,1,tt1710396
Anonymous,27500000,15815509,-42.49,"['Drama', 'Thriller']",2011,10,tt1521197
Limitless,27000000,155564919,476.17,"['Mystery', 'Sci-Fi', 'Thriller']",2011,3,tt1219289
Money Monster,27000000,93466095,246.17,"['Crime', 'Drama', 'Thriller']",2016,5,tt2241351
Pain & Gain,26000000,81275291,212.6,"['Action', 'Comedy', 'Crime']",2013,4,tt1980209
Legion,26000000,67647574,160.18,"['Action', 'Fantasy', 'Horror']",2010,1,tt1038686
Lawless,26000000,54393687,109.21,"['Crime', 'Drama']",2012,8,tt1212450
Brothers,13000000,17856688,37.36,['Action'],2015,8,tt3042592
The Best of Me,26000000,41059418,57.92,"['Drama', 'Romance']",2014,10,tt1972779
The Raven,26000000,30601801,17.7,"['Crime', 'Mystery', 'Thriller']",2012,4,tt1486192
Self/Less,26000000,33667319,29.49,"['Action', 'Mystery', 'Sci-Fi']",2015,7,tt2140379
The Fifth Estate,26000000,6154172,-76.33,"['Biography', 'Drama', 'Thriller']",2013,10,tt1837703
Blood Ties,26000000,2923959,-88.75,"['Action', 'Crime', 'Drama']",2014,3,tt1747958
The Help,25000000,213120004,752.48,['Drama'],2011,8,tt1454029
Ride Along,25000000,153733800,514.94,"['Action', 'Comedy', 'Crime']",2014,1,tt1408253
Dear John,25000000,142033509,468.13,"['Drama', 'Romance', 'War']",2010,2,tt0989757
Parental Guidance,25000000,120832383,383.33,"['Comedy', 'Family']",2012,12,tt1047540
No Strings Attached,25000000,149228078,496.91,"['Comedy', 'Romance']",2011,1,tt1411238
Contraband,25000000,98406855,293.63,"['Action', 'Crime', 'Drama']",2012,1,tt1524137
The Lucky One,25000000,96633833,286.54,"['Drama', 'Romance']",2012,4,tt1327194
Madea's Big Happy Family,25000000,54160818,116.64,"['Comedy', 'Drama']",2011,4,tt1787759
The Grey,25000000,81249176,225.0,"['Action', 'Adventure', 'Drama']",2012,1,tt1601913
The Giver,25000000,66540205,166.16,"['Drama', 'Romance', 'Sci-Fi']",2014,8,tt0435651
The Night Before,25000000,52427346,109.71,"['Adventure', 'Comedy', 'Fantasy']",2015,11,tt3530002
August: Osage County,25000000,50738810,102.96,"['Comedy', 'Drama']",2013,12,tt1322269
Million Dollar Arm,25000000,39217912,56.87,"['Biography', 'Drama', 'Sport']",2014,5,tt1647668
Peppermint,25000000,51800758,107.2,"['Action', 'Crime', 'Drama']",2018,9,tt6850820
The Gambler,25000000,38718031,54.87,['Drama'],2014,12,tt1828325
Fist Fight,25000000,40286416,61.15,['Comedy'],2017,2,tt3401882
The Sitter,25000000,38749404,55.0,['Comedy'],2011,12,tt1366344
Draft Day,25000000,29847480,19.39,"['Drama', 'Sport']",2014,4,tt2223990
Rings,25000000,82917283,231.67,"['Drama', 'Horror', 'Mystery']",2017,2,tt0498381
Don't Be Afraid of the Dark,25000000,39126427,56.51,"['Fantasy', 'Horror', 'Thriller']",2011,8,tt1270761
The Losers,25000000,29863840,19.46,"['Action', 'Adventure', 'Crime']",2010,4,tt0480255
The Eagle,25000000,38993548,55.97,"['Action', 'Adventure', 'Drama']",2011,2,tt1034389
Shark Night 3D,25000000,18877153,-24.49,"['Horror', 'Thriller']",2011,9,tt1633356
CHiPS,25000000,23190292,-7.24,"['Action', 'Comedy', 'Crime']",2017,3,tt0493405
Father Figures,25000000,21038441,-15.85,"['Adventure', 'Comedy', 'Drama']",2017,12,tt1966359
The Counselor,25000000,71009334,184.04,"['Crime', 'Drama', 'Thriller']",2013,10,tt2193215
Mary Queen of Scots,25000000,46734733,86.94,"['Biography', 'Drama', 'History']",2018,12,tt2328900
My Soul to Take,25000000,16727470,-33.09,"['Horror', 'Mystery', 'Thriller']",2010,10,tt0872230
Warrior,25000000,24215385,-3.14,"['Drama', 'Sport']",2011,9,tt1291584
Battle of the Sexes,25000000,18445379,-26.22,"['Biography', 'Comedy', 'Drama']",2017,9,tt4622512
Cirque du Soleil: Worlds Away,25000000,28012862,12.05,['Fantasy'],2012,12,tt1792647
The 33,25000000,28400715,13.6,"['Biography', 'Drama', 'History']",2015,11,tt2006295
The Conspirator,25000000,15907411,-36.37,"['Crime', 'Drama', 'History']",2011,4,tt0968264
Straw Dogs,25000000,11253821,-54.98,"['Action', 'Drama', 'Thriller']",2011,9,tt0999913
The Road,25000000,29206732,16.83,['Documentary'],2009,11,tt1794774
Beautiful Boy,25000000,13031424,-47.87,"['Biography', 'Drama']",2018,10,tt1226837
Captive State,25000000,8993300,-64.03,"['Sci-Fi', 'Thriller']",2019,3,tt5968394
Sgt. Stubby: An American Hero,25000000,3645957,-85.42,"['Adventure', 'Animation', 'Family']",2018,4,tt5314190
Carnage,25000000,38112154,52.45,"['Comedy', 'Drama']",2011,12,tt1692486
Tulip Fever,25000000,6792768,-72.83,"['Drama', 'History', 'Romance']",2017,9,tt0491203
Legend,25000000,42425450,69.7,"['Action', 'Drama']",2015,11,tt3555036
Jane Got a Gun,25000000,3771345,-84.91,"['Action', 'Drama', 'Western']",2016,1,tt2140037
On the Road,25000000,9313302,-62.75,"['Adventure', 'Drama', 'Romance']",2013,3,tt0337692
Love Ranch,25000000,146149,-99.42,"['Biography', 'Comedy', 'Drama']",2010,6,tt1125929
Dangerous Liaisons,24200000,10447579,-56.83,"['Drama', 'Mystery', 'Romance']",2012,11,tt2071441
Think Like a Man Too,24000000,70027933,191.78,"['Comedy', 'Romance']",2014,6,tt2239832
Fences,24000000,64282881,167.85,['Drama'],2016,12,tt2671706
Footloose,24000000,62989834,162.46,"['Comedy', 'Drama', 'Music']",2011,10,tt1068242
Going in Style,24000000,78672579,227.8,"['Comedy', 'Crime']",2017,4,tt2568862
Piranha 3D,24000000,83660160,248.58,"['Comedy', 'Horror']",2010,8,tt0464154
Faster,24000000,35792945,49.14,"['Action', 'Crime', 'Drama']",2010,11,tt1433108
I Don't Know How She Does It,24000000,24474463,1.98,"['Comedy', 'Romance']",2011,9,tt1742650
Dhoom 3,24000000,11723620,-51.15,"['Action', 'Thriller']",2013,12,tt1833673
The Wedding Ringer,23000000,80171596,248.57,['Comedy'],2015,1,tt0884732
The Ides of March,23000000,77735925,237.98,"['Drama', 'Thriller']",2011,10,tt1124035
The Hate U Give,23000000,35067665,52.47,"['Crime', 'Drama']",2018,10,tt5580266
Her,23000000,48163815,109.41,"['Drama', 'Romance', 'Sci-Fi']",2014,1,tt1798709
Haywire,23000000,36374700,58.15,"['Action', 'Drama', 'Thriller']",2012,1,tt1506999
Eddie the Eagle,23000000,45060480,95.92,"['Biography', 'Comedy', 'Drama']",2016,2,tt1083452
Redemption,23000000,13593473,-40.9,"['Adventure', 'Documentary', 'Sport']",2013,6,tt2342496
Nocturnal Animals,22500000,32398681,43.99,"['Drama', 'Thriller']",2016,11,tt4550098
The Water Diviner,22500000,31054727,38.02,"['Drama', 'History', 'War']",2015,4,tt3007512
Son of God,22000000,70949793,222.5,"['Biography', 'Drama', 'History']",2014,2,tt3210686
The Hundred-Foot Journey,22000000,94270488,328.5,"['Comedy', 'Drama']",2014,8,tt2980648
Diary of a Wimpy Kid: Dog Days,22000000,77229695,251.04,"['Comedy', 'Family']",2012,8,tt2023453
Delivery Man,22000000,70536870,220.62,"['Comedy', 'Drama']",2013,11,tt2387559
"Hail, Caesar!",22000000,64160680,191.64,"['Comedy', 'Drama', 'Music']",2016,2,tt0475290
Diary of a Wimpy Kid: The Long Haul,22000000,35609577,61.86,"['Comedy', 'Family']",2017,5,tt6003368
Homefront,22000000,51695362,134.98,"['Action', 'Thriller']",2013,11,tt2312718
The Transporter Refueled,22000000,69698495,216.81,"['Action', 'Adventure', 'Crime']",2015,9,tt2938956
"Roman J. Israel, Esq.",22000000,12967012,-41.06,"['Crime', 'Drama', 'Thriller']",2017,11,tt6000478
Out of the Furnace,22000000,15434375,-29.84,"['Crime', 'Drama', 'Thriller']",2013,12,tt1206543
Just Getting Started,22000000,6756412,-69.29,"['Action', 'Comedy']",2017,12,tt5721088
Before I Go to Sleep,22000000,19563579,-11.07,"['Drama', 'Horror', 'Mystery']",2014,10,tt1726592
Stone,22000000,4065020,-81.52,"['Drama', 'Thriller']",2010,10,tt1423995
To Rome with Love,21500000,74326015,245.7,"['Comedy', 'Music', 'Romance']",2012,6,tt1859650
Blockers,21000000,94045328,347.83,['Comedy'],2018,4,tt2531344
Pet Sematary,21000000,109501146,421.43,"['Horror', 'Mystery', 'Thriller']",2019,4,tt0837563
Death at a Funeral,21000000,48977233,133.22,['Comedy'],2010,4,tt1321509
For Colored Girls,21000000,38017873,81.04,['Drama'],2010,11,tt1405500
Kidnap,21000000,34836080,65.89,"['Crime', 'Drama', 'Thriller']",2017,8,tt1458169
Tinker Tailor Soldier Spy,21000000,81452811,287.87,"['Drama', 'Mystery', 'Thriller']",2011,12,tt1340800
The Beaver,21000000,5046038,-75.97,['Drama'],2011,5,tt1321860
Bitter Harvest,21000000,606162,-97.11,"['Drama', 'Romance', 'War']",2017,2,tt3182620
Jackass 3D,20000000,171685793,758.43,"['Action', 'Comedy', 'Documentary']",2010,10,tt1116184
Tammy,20000000,96407655,382.04,"['Comedy', 'Romance']",2014,7,tt2103254
The Last Song,20000000,92678948,363.39,"['Drama', 'Music', 'Romance']",2010,3,tt1294226
Why Did I Get Married Too?,20000000,60831067,204.16,"['Comedy', 'Drama', 'Romance']",2010,4,tt1391137
What Men Want,20000000,69911903,249.56,"['Comedy', 'Fantasy', 'Romance']",2019,2,tt7634968
Barbershop: The Next Cut,20000000,54404202,172.02,"['Comedy', 'Drama']",2016,4,tt3628584
A Simple Favor,20000000,97628717,388.14,"['Comedy', 'Crime', 'Drama']",2018,9,tt7040874
Selma,20000000,66776576,233.88,"['Biography', 'Drama', 'History']",2015,1,tt1020072
Spotlight,20000000,92088460,360.44,"['Crime', 'Drama']",2015,11,tt1895587
Acrimony,20000000,46627836,133.14,"['Drama', 'Romance', 'Thriller']",2018,3,tt6063050
Max,20000000,43658157,118.29,"['Adventure', 'Drama', 'Family']",2015,6,tt3369806
The Star,20000000,62758010,213.79,"['Adventure', 'Animation', 'Comedy']",2017,11,tt4587656
Nerve,20000000,70652284,253.26,"['Action', 'Adventure', 'Crime']",2016,7,tt3531824
Risen,20000000,46255763,131.28,"['Action', 'Adventure', 'Drama']",2016,2,tt3231054
Vampires Suck,20000000,81424988,307.12,['Comedy'],2010,8,tt1666186
The American,20000000,67950723,239.75,"['Crime', 'Drama', 'Thriller']",2010,9,tt1440728
A Very Harold & Kumar 3D Christmas,20000000,36265745,81.33,"['Adventure', 'Comedy']",2011,11,tt1268799
Texas Chainsaw 3D,20000000,47666013,138.33,"['Horror', 'Thriller']",2013,1,tt1572315
This is Where I Leave You,20000000,41296320,106.48,"['Comedy', 'Drama']",2014,9,tt1371150
She's Out of My League,20000000,48680977,143.4,"['Comedy', 'Romance']",2010,3,tt0815236
The Debt,20000000,46604054,133.02,"['Drama', 'Thriller']",2011,8,tt1226753
The World's End,20000000,47508505,137.54,"['Action', 'Comedy', 'Sci-Fi']",2013,8,tt1213663
You Again,20000000,32838945,64.19,"['Comedy', 'Family', 'Romance']",2010,9,tt1414382
On the Basis of Sex,20000000,38073377,90.37,"['Biography', 'Drama']",2018,12,tt4669788
Endless Love,20000000,34718173,73.59,"['Drama', 'Romance']",2014,2,tt2318092
Monte Carlo,20000000,39686769,98.43,"['Adventure', 'Comedy', 'Family']",2011,7,tt1067774
Rough Night,20000000,46844357,134.22,"['Comedy', 'Crime', 'Thriller']",2017,6,tt4799050
Secret in Their Eyes,20000000,32608019,63.04,"['Crime', 'Drama', 'Mystery']",2015,11,tt1741273
Flatliners,20000000,45173738,125.87,"['Drama', 'Horror', 'Mystery']",2017,9,tt2039338
Lockout,20000000,33943049,69.72,"['Action', 'Sci-Fi', 'Thriller']",2012,4,tt1592525
What's Your Number?,20000000,30163785,50.82,"['Comedy', 'Romance']",2011,9,tt0770703
Burnt,20000000,36773510,83.87,"['Comedy', 'Drama']",2015,10,tt2503944
Triple 9,20000000,25943792,29.72,"['Crime', 'Thriller']",2016,2,tt1712261
The Light Between Oceans,20000000,22281732,11.41,"['Drama', 'Romance']",2016,9,tt2547584
Let Me In,20000000,28270399,41.35,"['Drama', 'Fantasy', 'Horror']",2010,10,tt1228987
Popstar: Never Stop Never Stopping,20000000,9537120,-52.31,"['Comedy', 'Music']",2016,6,tt3960412
Thank You for Your Service,20000000,9985316,-50.07,"['Biography', 'Drama', 'War']",2017,10,tt2776878
